ZIP,activeplayersperzip,AREA,POPcurrent,POPplus5,#OFBUSS,POPSQMI,DAYPOP,URBANPCT,RURALPCT,WHITECOLLAR,18-24%,25-34%,35-44%,45-54%,55-64%,65+%,INCOMEMED,MALEPOP,FEMALEPOP
95013,4,Coyote,159,152,19,27,61,0.31,0.69,0.76,0.09,0.09,0.2,0.12,0.11,0.11,66667,91,68
95017,18,Davenport,428,404,41,23,661,0,1,0.65,0.11,0.11,0.16,0.21,0.12,0.08,112097,230,198
95111,3004,San Jose,59527,61776,884,10603,6855,1,0,0.49,0.1,0.17,0.15,0.12,0.08,0.07,72381,30286,29241
95130,553,San Jose,12727,12463,226,7813,1977,1,0,0.74,0.07,0.15,0.2,0.14,0.09,0.09,99655,6411,6316
95132,2449,San Jose,39982,39268,545,3100,3990,1,0,0.68,0.08,0.15,0.18,0.15,0.11,0.09,101986,20074,19908
95134,705,San Jose,11242,12898,466,1008,44678,1,0,0.8,0.06,0.27,0.21,0.13,0.08,0.05,98033,5897,5345
95203,834,Stockton,18045,19775,585,2625,8191,0.99,0.01,0.47,0.13,0.15,0.13,0.12,0.07,0.1,30591,9192,8853
95205,1709,Stockton,37248,41115,1514,4166,17495,0.99,0.01,0.34,0.13,0.15,0.12,0.1,0.07,0.09,29714,18833,18415
95228,290,Copperopolis,3023,3471,106,27,765,0,1,0.46,0.07,0.09,0.13,0.16,0.16,0.17,57345,1500,1523
95247,213,Murphys,4718,5238,308,103,1729,0,1,0.62,0.07,0.07,0.11,0.16,0.16,0.24,69991,2297,2421
95249,179,San Andreas,3573,3669,389,63,3382,0,1,0.5,0.09,0.1,0.11,0.13,0.12,0.21,45014,1736,1837
95251,35,Vallecito,212,231,45,223,243,0,1,0.55,0.1,0.14,0.16,0.15,0.13,0.15,59375,114,98
95318,10,El Portal,617,667,28,12,286,0,1,0.48,0.22,0.2,0.19,0.17,0.07,0.04,63462,373,244
95320,620,Escalon,12351,13398,372,144,3761,0.46,0.54,0.5,0.1,0.11,0.16,0.14,0.09,0.12,62221,6223,6128
95322,394,Gustine,9417,11001,247,36,3096,0.58,0.42,0.38,0.1,0.13,0.14,0.12,0.08,0.13,46594,4815,4602
95345,36,Midpines,467,480,31,13,144,0,1,0.52,0.12,0.09,0.16,0.16,0.13,0.14,45982,243,224
95366,730,Ripon,14616,17206,297,418,3991,0.74,0.26,0.59,0.09,0.12,0.16,0.14,0.09,0.11,65625,7183,7433
95368,854,Salida,13553,14992,258,4210,2119,0.9,0.1,0.57,0.08,0.19,0.17,0.1,0.06,0.06,69901,6815,6738
95389,51,Yosemite Nation,637,683,45,2,677,0,1,0.5,0.17,0.19,0.23,0.16,0.06,0.03,73611,401,236
95391,663,Tracy,565,667,21,38,97,0,0,0.49,0.08,0.14,0.16,0.15,0.12,0.09,74891,293,272
95412,8,Annapolis,221,244,13,10,120,0,1,0.68,0.05,0.06,0.09,0.18,0.22,0.26,75625,116,105
95437,574,Fort Bragg,14242,14311,1101,245,9200,0.45,0.55,0.43,0.09,0.11,0.14,0.17,0.12,0.15,45536,7164,7078
95439,37,Fulton,780,849,56,337,754,0.77,0.23,0.49,0.1,0.13,0.15,0.17,0.11,0.15,73936,420,360
95458,166,Lucerne,2690,2732,72,513,446,0,1,0.39,0.07,0.09,0.11,0.15,0.14,0.22,33403,1307,1383
92154,4127,San Diego,74611,79014,1809,1979,23025,1,0,0.53,0.12,0.16,0.16,0.13,0.08,0.08,50418,40761,33850
92223,3200,Beaumont,21318,25607,474,384,4109,0.93,0.07,0.5,0.1,0.12,0.13,0.12,0.09,0.16,45513,10296,11022
92225,594,Blythe,16990,18390,658,96,6421,0.59,0.41,0.4,0.1,0.13,0.14,0.12,0.09,0.1,40091,8522,8468
92250,291,Holtville,7728,7413,155,59,3378,0.67,0.33,0.49,0.09,0.11,0.14,0.13,0.08,0.13,46412,3816,3912
92315,477,Big Bear Lake,5034,5523,763,499,7354,0,0,0.61,0.08,0.1,0.13,0.16,0.14,0.17,46049,2603,2431
92317,170,Blue Jay,1052,1123,97,1198,776,0,0,0.8,0.08,0.07,0.13,0.21,0.14,0.13,85448,519,533
92342,510,Helendale,5480,6153,82,42,751,0,1,0.63,0.06,0.07,0.13,0.15,0.14,0.21,58461,2763,2717
92363,237,Needles,5848,6354,346,5,2858,0.78,0.22,0.38,0.08,0.09,0.13,0.15,0.12,0.16,35522,2899,2949
92365,128,Newberry Spring,4483,4540,93,8,553,0,1,0.47,0.08,0.09,0.13,0.17,0.13,0.15,38498,2313,2170
92411,1078,San Bernardino,24163,25469,349,5107,5324,1,0,0.37,0.11,0.13,0.12,0.1,0.06,0.1,27189,11899,12264
92503,4535,Riverside,75778,83842,2580,2617,30531,0.96,0.04,0.53,0.12,0.15,0.15,0.12,0.07,0.08,53531,37594,38184
92505,2538,Riverside,42956,48612,768,3424,6662,1,0,0.51,0.14,0.16,0.15,0.11,0.07,0.07,51633,21505,21451
92507,2530,Riverside,52815,59258,2090,3173,30900,1,0,0.6,0.22,0.18,0.12,0.1,0.06,0.07,41893,26363,26452
92530,3005,Lake Elsinore,44470,51592,1261,385,10485,0.81,0.19,0.5,0.1,0.15,0.16,0.12,0.06,0.08,49469,22280,22190
92551,1722,Moreno Valley,24893,27382,125,4120,2720,1,0,0.54,0.11,0.14,0.16,0.11,0.06,0.05,54754,12208,12685
92553,3692,Moreno Valley,65900,72371,1783,6486,26016,1,0,0.51,0.13,0.14,0.14,0.11,0.06,0.05,42207,32144,33756
92555,2484,Moreno Valley,15364,18178,161,275,4787,0.98,0.02,0.62,0.1,0.11,0.17,0.15,0.08,0.07,69865,7692,7672
92620,1847,Irvine,34823,43904,446,5514,3984,0.99,0.01,0.85,0.08,0.12,0.19,0.17,0.09,0.07,114662,16945,17878
92624,367,Capistrano Beac,7833,8152,412,5369,2555,1,0,0.65,0.07,0.11,0.17,0.18,0.1,0.14,76731,3989,3844
92647,3278,Huntington Beac,60768,63225,2851,7870,35794,1,0,0.67,0.1,0.17,0.16,0.12,0.09,0.09,71169,30836,29932
92672,1578,San Clemente,39893,46519,1891,1238,11902,0.94,0.06,0.68,0.09,0.15,0.16,0.15,0.1,0.14,76856,20337,19556
92691,2550,Mission Viejo,48700,51021,2757,5477,27302,1,0,0.76,0.07,0.12,0.18,0.16,0.12,0.1,92161,23925,24775
92808,961,Anaheim,20846,22329,477,3210,5602,1,0,0.85,0.06,0.17,0.21,0.15,0.08,0.05,112211,10325,10521
92831,1582,Fullerton,35243,37090,2122,5778,30761,1,0,0.68,0.17,0.19,0.14,0.11,0.08,0.1,62421,17696,17547
92833,2359,Fullerton,47931,50448,1178,6230,9856,1,0,0.65,0.09,0.14,0.16,0.14,0.09,0.1,62988,23753,24178
92835,1008,Fullerton,21374,21636,1013,3674,16278,1,0,0.79,0.08,0.11,0.14,0.14,0.12,0.19,88604,10189,11185
92879,2582,Corona,50408,57861,1422,5163,20080,0,0,0.58,0.11,0.18,0.15,0.11,0.06,0.07,63467,24962,25446
92881,1536,Corona,28188,35454,534,1168,6843,0,0,0.69,0.08,0.17,0.18,0.12,0.07,0.06,90462,13889,14299
92883,1844,Corona,17346,22790,172,304,2936,0,0,0.65,0.07,0.18,0.19,0.12,0.06,0.05,87021,8612,8734
93907,1180,Salinas,22609,23605,771,438,9102,0.82,0.18,0.58,0.09,0.12,0.17,0.16,0.1,0.09,75077,11396,11213
93930,473,King City,15161,15816,489,46,5871,0.68,0.32,0.29,0.12,0.17,0.13,0.1,0.07,0.07,45849,8018,7143
93932,33,Lockwood,1003,1060,16,3,76,0,1,0.4,0.07,0.11,0.17,0.17,0.11,0.09,48622,533,470
93953,161,Pebble Beach,4149,3709,136,519,3101,1,0,0.85,0.05,0.04,0.07,0.18,0.19,0.36,124449,1943,2206
93955,1555,Seaside,32617,33459,1100,2812,11496,1,0,0.43,0.11,0.19,0.15,0.11,0.07,0.09,52711,16671,15946
94022,284,Los Altos,18199,18005,1476,1201,10319,0.98,0.02,0.91,0.04,0.05,0.14,0.19,0.15,0.2,193754,8780,9419
94024,396,Los Altos,21675,21132,513,2065,3406,0.98,0.02,0.9,0.04,0.05,0.17,0.18,0.14,0.17,177817,10624,11051
94070,974,San Carlos,27678,26828,2403,4015,23044,0.99,0.01,0.82,0.05,0.11,0.19,0.17,0.11,0.15,131441,13358,14320
94116,1615,San Francisco,41931,40392,935,15847,7471,1,0,0.73,0.06,0.15,0.16,0.17,0.11,0.18,91435,20036,21895
94118,1056,San Francisco,37964,36674,2321,22953,19125,1,0,0.83,0.07,0.24,0.17,0.15,0.09,0.15,95884,17691,20273
94304,50,Palo Alto,2262,2279,829,264,33333,1,0,0.95,0.03,0.21,0.15,0.15,0.13,0.19,106132,1196,1066
94306,533,Palo Alto,24270,23914,1418,6460,13476,1,0,0.9,0.05,0.13,0.18,0.17,0.1,0.15,124960,11865,12405
94402,821,San Mateo,23031,22103,1432,4552,17493,1,0,0.79,0.05,0.12,0.16,0.16,0.12,0.17,118580,11120,11911
94515,213,Calistoga,6849,6961,533,98,4507,0.71,0.29,0.48,0.09,0.14,0.12,0.15,0.11,0.18,59475,3499,3350
94517,631,Clayton,13004,13673,376,258,2316,0.85,0.15,0.79,0.07,0.08,0.18,0.2,0.13,0.09,130109,6475,6529
94519,1057,Concord,19291,20117,589,3328,3942,1,0,0.6,0.08,0.14,0.17,0.14,0.1,0.11,73964,9570,9721
94538,3274,Fremont,60344,64370,3907,2637,67805,1,0,0.68,0.09,0.2,0.18,0.12,0.08,0.08,88396,30714,29630
94542,666,Hayward,12872,13118,121,1879,2253,1,0,0.76,0.15,0.16,0.15,0.16,0.1,0.08,103861,6347,6525
94561,2652,Oakley,31293,33423,705,497,10191,0.83,0.17,0.54,0.08,0.13,0.18,0.13,0.09,0.08,79337,15856,15437
94563,359,Orinda,18138,18741,934,810,5790,1,0,0.88,0.05,0.04,0.13,0.2,0.14,0.18,161185,8805,9333
94565,5158,Pittsburg,84710,92984,1664,2382,17574,1,0,0.53,0.11,0.15,0.15,0.13,0.08,0.08,60656,41862,42848
94586,42,Sunol,921,995,71,38,994,0.24,0.76,0.68,0.06,0.1,0.15,0.22,0.14,0.11,106962,477,444
94588,1290,Pleasanton,31528,34409,1976,1196,42907,0.99,0.01,0.82,0.06,0.14,0.21,0.16,0.1,0.06,124459,15648,15880
94609,714,Oakland,20761,20721,1527,11850,12322,1,0,0.72,0.1,0.23,0.16,0.14,0.08,0.1,53002,9741,11020
94611,1047,Oakland,35560,34636,1543,5032,14277,1,0,0.86,0.05,0.15,0.16,0.2,0.12,0.13,133417,16814,18746
94613,6,Oakland,92,80,7,383,100,1,0,0.77,0.7,0.12,0.05,0.03,0.02,0,50625,15,77
94703,523,Berkeley,20447,20516,487,14838,3093,1,0,0.79,0.13,0.21,0.15,0.15,0.09,0.09,68630,9957,10490
94705,248,Berkeley,12137,12227,993,6230,9559,1,0,0.88,0.11,0.16,0.15,0.18,0.13,0.12,137555,5836,6301
94707,186,Berkeley,11331,10708,723,6565,4138,1,0,0.9,0.05,0.08,0.14,0.21,0.16,0.17,150123,5342,5989
93221,618,Exeter,14055,14888,479,181,4496,0.67,0.33,0.51,0.1,0.11,0.14,0.13,0.09,0.11,46746,6895,7160
93223,263,Farmersville,9545,10172,146,2139,1665,0.84,0.16,0.32,0.13,0.15,0.12,0.09,0.06,0.07,31683,4857,4688
93242,95,Laton,2973,3020,58,60,393,0,1,0.32,0.11,0.13,0.14,0.11,0.08,0.09,39890,1521,1452
93244,26,Lemon Cove,137,141,27,12,193,0,1,0.64,0.06,0.1,0.13,0.2,0.15,0.11,85714,69,68
93265,137,Springville,3878,4015,172,11,1484,0,1,0.54,0.07,0.08,0.13,0.17,0.14,0.18,49368,1964,1914
93267,179,Strathmore,5821,5995,93,124,834,0,1,0.33,0.12,0.12,0.13,0.12,0.08,0.09,34709,2968,2853
93292,1932,Visalia,33110,36799,1161,286,11527,0.68,0.32,0.58,0.1,0.13,0.15,0.14,0.08,0.09,53059,16407,16703
93313,2402,Bakersfield,31007,37431,971,269,13861,0.88,0.12,0.58,0.09,0.16,0.17,0.12,0.07,0.06,62306,15453,15554
93407,4,San Luis Obispo,1338,1390,15,4030,2583,0.67,0.33,0.65,0.99,0.01,0,0,0,0,7500,695,643
93430,143,Cayucos,3137,3092,172,40,901,0.86,0.14,0.54,0.08,0.1,0.13,0.2,0.11,0.23,67035,1518,1619
93432,50,Creston,1344,1552,41,14,209,0,1,0.46,0.07,0.09,0.17,0.19,0.12,0.12,61887,682,662
93434,287,Guadalupe,6035,6432,123,321,1645,0.97,0.03,0.28,0.12,0.14,0.14,0.1,0.07,0.09,38769,3078,2957
93453,139,Santa Margarita,2708,3048,127,2,652,0.1,0.9,0.53,0.07,0.09,0.17,0.19,0.12,0.11,61923,1389,1319
93455,1894,Santa Maria,37323,36792,1434,226,15318,0.9,0.1,0.62,0.07,0.08,0.15,0.14,0.11,0.17,69501,18233,19090
93501,328,Mojave,4680,4574,239,13,3137,0.71,0.29,0.39,0.09,0.11,0.15,0.13,0.11,0.12,30537,2385,2295
93505,823,California City,9514,10992,218,43,1346,0.97,0.03,0.56,0.08,0.1,0.17,0.15,0.1,0.11,57213,4770,4744
93524,6,Edwards,26,27,34,0,16464,1,0,0.5,0.08,0.04,0.15,0.08,0.04,0.23,42500,17,9
93526,34,Independence,792,807,81,0,850,0,1,0.61,0.06,0.06,0.14,0.2,0.13,0.2,54167,380,412
93528,9,Johannesburg,170,157,7,6,12,0,1,0.49,0.04,0.1,0.12,0.13,0.18,0.23,77083,86,84
93551,3522,Palmdale,40354,46539,994,454,12345,0.78,0.22,0.67,0.07,0.08,0.2,0.16,0.09,0.07,80908,19951,20403
93618,1069,Dinuba,25567,26942,653,385,8947,0.62,0.38,0.36,0.14,0.14,0.13,0.1,0.07,0.09,37584,13177,12390
93620,401,Dos Palos,10084,10652,211,59,2093,0.47,0.53,0.37,0.11,0.13,0.14,0.11,0.08,0.09,31818,5115,4969
93622,279,Firebaugh,10273,11028,249,21,3604,0.58,0.42,0.23,0.12,0.14,0.14,0.1,0.07,0.06,32594,5451,4822
93641,19,Miramonte,652,725,35,22,745,0,1,0.33,0.08,0.11,0.26,0.16,0.1,0.12,47155,373,279
93643,166,North Fork,2924,3168,139,15,678,0,1,0.48,0.07,0.08,0.12,0.17,0.14,0.19,41750,1455,1469
93645,10,O Neals,247,271,21,9,306,0,1,0.56,0.06,0.09,0.15,0.17,0.12,0.15,42031,126,121
93664,37,Shaver Lake,891,886,129,2,1672,0,1,0.53,0.06,0.08,0.15,0.2,0.16,0.14,63949,475,416
93668,29,Tranquillity,1520,1597,44,21,479,0,1,0.36,0.11,0.14,0.13,0.11,0.09,0.09,41220,807,713
93923,299,Carmel,16253,16262,1901,95,14399,0.76,0.24,0.76,0.05,0.05,0.1,0.19,0.17,0.33,95403,7388,8865
95460,78,Mendocino,2103,2167,354,51,2281,0,1,0.65,0.06,0.07,0.1,0.21,0.2,0.21,65600,977,1126
95462,72,Monte Rio,1562,1613,66,303,339,0,1,0.56,0.06,0.1,0.18,0.23,0.14,0.12,50510,816,746
95485,89,Upper Lake,2516,2618,108,62,897,0,1,0.44,0.09,0.1,0.13,0.16,0.12,0.15,37557,1229,1287
95531,795,Crescent City,23542,23664,943,98,7835,0.42,0.58,0.45,0.1,0.16,0.17,0.14,0.09,0.12,39539,13403,10139
95552,10,Mad River,17,16,11,4,30,0,0,0,0.18,0,0.06,0.12,0.24,0.12,30000,7,10
95554,11,Myers Flat,3135,3242,60,13,406,0,1,0.48,0.08,0.12,0.15,0.21,0.12,0.11,38706,1601,1534
95556,9,Orleans,313,307,30,10,216,0,1,0.37,0.06,0.09,0.14,0.18,0.12,0.13,40000,156,157
95602,769,Auburn,17604,18019,732,320,7201,0.43,0.57,0.63,0.09,0.08,0.13,0.17,0.12,0.21,63218,8679,8925
95623,275,El Dorado,4455,4682,170,96,895,0.13,0.87,0.59,0.08,0.08,0.14,0.18,0.13,0.16,57735,2195,2260
95627,193,Esparto,2617,2765,76,51,1457,0,1,0.38,0.09,0.12,0.15,0.13,0.1,0.13,52348,1330,1287
95648,2331,Lincoln,28624,41928,705,209,7234,0.64,0.36,0.52,0.1,0.14,0.14,0.12,0.1,0.12,62305,14095,14529
95650,580,Loomis,10764,10795,604,440,5201,0.5,0.5,0.69,0.08,0.08,0.15,0.18,0.13,0.14,84530,5366,5398
95669,106,Plymouth,1772,1768,150,22,922,0.17,0.83,0.48,0.05,0.09,0.16,0.18,0.14,0.16,57955,855,917
95673,1035,Rio Linda,14253,14615,437,1029,3580,0.87,0.13,0.54,0.09,0.11,0.17,0.14,0.09,0.1,55695,7094,7159
95694,393,Winters,9200,10038,290,66,3013,0.74,0.26,0.48,0.09,0.13,0.16,0.14,0.08,0.09,62273,4700,4500
95698,7,Zamora,269,288,11,7,110,0,1,0.54,0.09,0.15,0.12,0.17,0.09,0.12,49167,143,126
95717,9,Gold Run,174,171,6,22,46,0,1,0.53,0.08,0.08,0.18,0.19,0.09,0.11,54808,88,86
95721,1,Echo Lake,63,66,2,4,46,0,1,0.83,0.19,0.08,0.14,0.19,0.16,0.16,87500,37,26
95742,686,Rancho Cordova,138,134,1331,3,20764,0.43,0.57,0.77,0.07,0.13,0.14,0.18,0.16,0.14,61786,75,63
95765,1504,Rocklin,22107,29885,468,1884,7082,1,0,0.82,0.08,0.14,0.2,0.13,0.07,0.06,100878,10888,11219
95815,1474,Sacramento,27804,30626,2045,3742,27514,1,0,0.48,0.13,0.15,0.14,0.12,0.07,0.09,30731,13926,13878
95834,1811,Sacramento,10284,12574,779,1005,16080,0.97,0.03,0.61,0.11,0.2,0.16,0.12,0.07,0.07,55602,4996,5288
95838,2103,Sacramento,40140,46574,734,4464,9626,1,0,0.5,0.1,0.13,0.14,0.11,0.07,0.08,36643,19652,20488
95928,1094,Chico,35608,38614,2264,276,23536,0.91,0.09,0.62,0.23,0.16,0.12,0.12,0.07,0.09,48236,17862,17746
95932,246,Colusa,7515,7732,500,41,4620,0.71,0.29,0.46,0.11,0.13,0.14,0.14,0.09,0.12,43320,3744,3771
95951,62,Hamilton City,2210,2274,42,464,428,0,0,0.21,0.13,0.16,0.12,0.12,0.08,0.07,39777,1142,1068
95953,413,Live Oak,8909,9395,175,99,1963,0.64,0.36,0.34,0.1,0.13,0.14,0.12,0.09,0.12,36228,4361,4548
95955,33,Maxwell,1367,1391,58,22,542,0,1,0.37,0.07,0.13,0.14,0.13,0.1,0.12,45795,683,684
96001,1596,Redding,34601,37325,2732,310,26020,0.86,0.14,0.63,0.09,0.11,0.14,0.16,0.11,0.15,51648,16898,17703
94801,1014,Richmond,30998,33873,693,2717,9146,1,0,0.44,0.12,0.16,0.13,0.11,0.08,0.07,36288,15495,15503
94937,22,Inverness,1367,1354,62,23,310,0,1,0.72,0.05,0.07,0.13,0.22,0.17,0.18,90039,660,707
94939,195,Larkspur,6967,6928,693,3399,4765,1,0,0.87,0.04,0.1,0.18,0.2,0.16,0.14,131532,3300,3667
94941,641,Mill Valley,29489,29353,2263,1093,14912,0.99,0.01,0.87,0.04,0.1,0.17,0.2,0.15,0.13,144069,14063,15426
94960,380,San Anselmo,16029,15604,1019,2331,6332,1,0,0.82,0.05,0.07,0.18,0.21,0.13,0.12,108212,7641,8388
94964,32,San Quentin,7003,7800,10,14743,91,1,0,0.75,0.13,0.31,0.35,0.15,0.03,0.01,75226,6831,172
95008,2200,Campbell,43826,43108,3565,6817,34145,1,0,0.76,0.07,0.19,0.2,0.14,0.09,0.1,97659,21818,22008
95010,479,Capitola,9094,8916,995,7033,9001,1,0,0.65,0.09,0.16,0.15,0.18,0.1,0.15,69229,4326,4768
95012,444,Castroville,9637,10368,277,534,2831,0.83,0.17,0.4,0.12,0.14,0.14,0.11,0.08,0.08,49608,4936,4701
95033,260,Los Gatos,9142,8775,281,94,1460,0,1,0.77,0.05,0.09,0.19,0.22,0.14,0.07,135714,4759,4383
95035,3815,Milpitas,65451,67782,2571,1330,53091,0.99,0.01,0.69,0.08,0.18,0.19,0.14,0.09,0.08,103651,34293,31158
95054,954,Santa Clara,14423,16044,2212,2293,63529,1,0,0.77,0.08,0.24,0.17,0.13,0.08,0.08,115940,7679,6744
95125,2268,San Jose,46768,47210,2250,5821,19814,1,0,0.75,0.07,0.15,0.18,0.15,0.1,0.14,95627,22681,24087
95127,3079,San Jose,58200,58591,955,3677,7213,0.99,0.01,0.54,0.1,0.15,0.15,0.13,0.09,0.09,80227,29625,28575
95129,1337,San Jose,37037,37637,1553,8696,14546,1,0,0.83,0.06,0.14,0.19,0.15,0.09,0.12,108871,18510,18527
95148,2582,San Jose,43529,44051,517,4737,4697,0.98,0.02,0.64,0.09,0.14,0.17,0.16,0.09,0.07,109627,22075,21454
95219,1647,Stockton,21436,24731,565,644,6046,0.98,0.02,0.76,0.1,0.14,0.15,0.16,0.1,0.1,77503,10367,11069
95223,217,Arnold,6070,6377,430,42,2764,0.63,0.37,0.54,0.07,0.07,0.11,0.18,0.19,0.19,64264,3087,2983
95242,1376,Lodi,24886,26888,747,187,9587,0.78,0.22,0.61,0.09,0.11,0.15,0.15,0.11,0.15,63460,12151,12735
95246,91,Mountain Ranch,1644,1785,41,20,219,0,1,0.6,0.07,0.07,0.11,0.2,0.18,0.19,45524,849,795
95313,51,Crows Landing,1447,1629,66,37,709,0,1,0.26,0.11,0.15,0.13,0.11,0.08,0.1,38472,753,694
95315,437,Delhi,10635,11485,118,560,860,0.54,0.46,0.39,0.11,0.16,0.14,0.1,0.07,0.07,46540,5419,5216
95317,18,El Nido,855,851,20,15,179,0,1,0.29,0.11,0.15,0.16,0.1,0.07,0.08,46324,473,382
95336,2905,Manteca,43956,52883,819,1140,8658,0.86,0.14,0.54,0.1,0.13,0.16,0.13,0.08,0.1,59941,21613,22343
95338,571,Mariposa,9753,9495,713,31,5056,0,1,0.55,0.07,0.07,0.13,0.16,0.14,0.2,46694,4803,4950
95340,1886,Merced,68151,75275,2265,267,25700,0.87,0.13,0.49,0.12,0.13,0.13,0.12,0.07,0.09,38147,34173,33978
95361,1686,Oakdale,27952,30954,1232,142,11577,0.57,0.43,0.51,0.09,0.12,0.15,0.14,0.1,0.12,58435,13801,14151
95363,1329,Patterson,19448,22859,526,77,5973,0.64,0.36,0.43,0.11,0.14,0.15,0.11,0.07,0.08,54406,9899,9549
95382,1799,Turlock,28596,34084,691,2716,7815,0.94,0.06,0.64,0.13,0.14,0.14,0.12,0.08,0.13,63066,13738,14858
93925,40,Chualar,124,160,32,7,502,0.09,0.91,0.43,0.13,0.13,0.13,0.13,0.1,0.1,64583,64,60
93927,614,Greenfield,14661,15425,266,66,2067,0.83,0.17,0.24,0.13,0.16,0.13,0.1,0.05,0.06,40878,7635,7026
93950,768,Pacific Grove,15625,15836,945,5307,6584,1,0,0.73,0.06,0.11,0.15,0.19,0.12,0.2,71023,7261,8364
94019,532,Half Moon Bay,18888,19678,1013,258,7955,0.95,0.05,0.67,0.07,0.11,0.19,0.19,0.11,0.09,116256,9821,9067
94021,11,Loma Mar,156,164,10,7,102,0,1,0.66,0.06,0.1,0.19,0.26,0.12,0.07,111538,81,75
94040,867,Mountain View,29336,28258,1520,8174,16197,1,0,0.8,0.07,0.21,0.17,0.13,0.09,0.13,101554,15013,14323
94044,2247,Pacifica,36376,35473,1084,2516,6832,1,0,0.68,0.07,0.13,0.18,0.18,0.11,0.1,97032,17929,18447
94063,1063,Redwood City,32526,32804,2949,2524,34037,1,0,0.42,0.11,0.19,0.16,0.11,0.07,0.07,61728,17543,14983
94065,432,Redwood City,10836,11037,351,4200,17104,1,0,0.89,0.04,0.2,0.22,0.16,0.1,0.07,146369,5257,5579
94086,1717,Sunnyvale,44205,43579,1245,9558,15648,1,0,0.81,0.07,0.28,0.18,0.12,0.08,0.09,93541,23254,20951
94111,130,San Francisco,2894,2766,3367,8340,53127,1,0,0.86,0.01,0.11,0.16,0.21,0.18,0.27,96552,1543,1351
94134,1874,San Francisco,38561,38466,581,15915,5007,1,0,0.51,0.08,0.15,0.16,0.14,0.1,0.14,70024,18760,19801
94301,226,Palo Alto,15507,14677,2001,6397,18044,1,0,0.93,0.04,0.15,0.17,0.17,0.12,0.18,191147,7522,7985
94508,61,Angwin,3739,3669,135,111,3543,0.8,0.2,0.67,0.33,0.11,0.1,0.13,0.09,0.09,84415,1820,1919
94510,1625,Benicia,26866,26895,1719,604,17159,1,0,0.72,0.07,0.09,0.17,0.19,0.11,0.1,91475,13080,13786
94512,6,Birds Landing,134,155,4,8,37,0,1,0.35,0.1,0.09,0.13,0.19,0.1,0.14,47115,73,61
94533,4581,Fairfield,68339,74748,2732,3000,30588,0.96,0.04,0.52,0.11,0.14,0.15,0.12,0.08,0.11,58534,33469,34870
94535,192,Travis AFB,10353,10850,148,961,14767,1,0,0.63,0.3,0.23,0.12,0.04,0.01,0,40580,5855,4498
94556,370,Moraga,16700,17210,518,1014,5118,0.98,0.02,0.85,0.15,0.05,0.11,0.17,0.14,0.16,130010,7862,8838
94558,2554,Napa,65942,69467,3230,150,43962,0.81,0.19,0.59,0.08,0.12,0.14,0.15,0.11,0.15,77394,32606,33336
94560,2465,Newark,43960,45795,1511,2231,19482,1,0,0.61,0.09,0.16,0.17,0.13,0.1,0.08,87741,22084,21876
94579,1104,San Leandro,20180,20654,267,6713,2587,1,0,0.65,0.07,0.13,0.16,0.14,0.1,0.17,83245,9703,10477
94583,1697,San Ramon,46472,48692,2656,1770,33685,1,0,0.86,0.06,0.14,0.2,0.18,0.1,0.07,130805,22919,23553
94602,1110,Oakland,30089,29852,826,9278,8878,1,0,0.71,0.07,0.15,0.17,0.17,0.09,0.12,71355,13942,16147
94606,1506,Oakland,42555,44054,989,18062,7874,1,0,0.55,0.11,0.2,0.15,0.12,0.08,0.09,38782,21105,21450
95003,956,Aptos,23372,22980,1468,628,11431,0.98,0.02,0.75,0.07,0.1,0.16,0.21,0.13,0.14,93410,11366,12006
95005,274,Ben Lomond,7118,6722,287,467,1341,0.99,0.01,0.71,0.08,0.11,0.18,0.22,0.1,0.07,84277,3640,3478
95051,2434,Santa Clara,51300,50233,1566,7902,20315,1,0,0.76,0.07,0.2,0.18,0.13,0.1,0.11,95412,25974,25326
95053,3,Santa Clara,739,715,3,6907,1230,1,0,0.79,0.67,0.08,0.06,0.05,0.04,0.06,117188,369,370
93021,1936,Moorpark,37885,43751,1127,613,14796,0.96,0.04,0.67,0.09,0.12,0.18,0.15,0.07,0.05,91551,18947,18938
93023,770,Ojai,22343,22527,1088,138,8941,0.81,0.19,0.64,0.08,0.08,0.15,0.17,0.11,0.16,69589,10766,11577
93042,11,Point Mugu Nawc,3194,3359,20,530,5179,0,1,0.64,0.17,0.26,0.16,0.05,0.01,0,44043,1846,1348
93067,56,Summerland,602,605,81,1524,439,0.86,0.14,0.73,0.04,0.19,0.18,0.21,0.13,0.12,76562,285,317
93117,1209,Goleta,53038,56461,1678,363,24388,0.94,0.06,0.66,0.38,0.12,0.11,0.09,0.06,0.07,68195,26690,26348
93207,12,California Hot,790,808,14,4,81,0.06,0.94,0.33,0.1,0.11,0.14,0.11,0.09,0.1,33875,416,374
93230,2766,Hanford,57752,61865,1921,219,24287,0.74,0.26,0.5,0.1,0.14,0.14,0.12,0.08,0.11,45554,28484,29268
93234,92,Huron,9850,10908,182,28,3233,0.64,0.36,0.18,0.14,0.17,0.14,0.1,0.05,0.04,30278,5754,4096
93255,21,Onyx,335,320,8,2,20,0,1,0.56,0.07,0.02,0.09,0.21,0.19,0.21,23947,158,177
93257,2726,Porterville,68490,73382,1924,372,22068,0.66,0.34,0.44,0.12,0.13,0.13,0.11,0.08,0.1,34976,34135,34355
